IdReporte;CodigoPdv;NombrePdv;TiempoPos;TiempoTotal
22;268;PLUS No. 2 COUNTRY;04/07/2015 11:31;76
22;268;PLUS No. 2 COUNTRY;04/07/2015 12:09;33
22;268;PLUS No. 2 COUNTRY;04/07/2015 12:18;17
22;229;HEROES 1;04/07/2015 12:39;14
22;229;HEROES 1;04/07/2015 12:50;23
22;268;PLUS No. 2 COUNTRY;04/07/2015 13:05;128
22;268;PLUS No. 2 COUNTRY;04/07/2015 13:07;94
22;268;PLUS No. 2 COUNTRY;04/07/2015 13:16;30
22;268;PLUS No. 2 COUNTRY;04/07/2015 13:18;70
22;268;PLUS No. 2 COUNTRY;04/07/2015 13:20;43
22;268;PLUS No. 2 COUNTRY;04/07/2015 13:29;73
22;268;PLUS No. 2 COUNTRY;04/07/2015 13:32;81
22;237;COUNTRY 2;04/07/2015 13:49;19
22;229;HEROES 1;04/07/2015 13:49;39
22;268;PLUS No. 2 COUNTRY;04/07/2015 13:50;113
22;268;PLUS No. 2 COUNTRY;04/07/2015 13:57;40
22;229;HEROES 1;04/07/2015 13:58;25
22;268;PLUS No. 2 COUNTRY;04/07/2015 14:06;37
22;237;COUNTRY 2;04/07/2015 14:34;43
22;268;PLUS No. 2 COUNTRY;04/07/2015 15:00;65
22;229;HEROES 1;04/07/2015 15:02;22
22;268;PLUS No. 2 COUNTRY;04/07/2015 15:05;66
22;268;PLUS No. 2 COUNTRY;04/07/2015 15:35;38
22;268;PLUS No. 2 COUNTRY;04/07/2015 16:20;102
22;268;PLUS No. 2 COUNTRY;04/07/2015 16:21;73
22;268;PLUS No. 2 COUNTRY;04/07/2015 16:23;58
22;268;PLUS No. 2 COUNTRY;04/07/2015 16:36;46
22;237;COUNTRY 2;04/07/2015 16:57;41
22;268;PLUS No. 2 COUNTRY;04/07/2015 17:03;12
22;268;PLUS No. 2 COUNTRY;04/07/2015 17:18;42
22;268;PLUS No. 2 COUNTRY;04/07/2015 17:26;43
22;237;COUNTRY 2;04/07/2015 17:26;0
22;229;HEROES 1;04/07/2015 17:27;43
22;237;COUNTRY 2;04/07/2015 17:49;66
22;268;PLUS No. 2 COUNTRY;04/07/2015 17:50;80
22;268;PLUS No. 2 COUNTRY;04/07/2015 17:53;44
22;268;PLUS No. 2 COUNTRY;04/07/2015 18:06;38
22;268;PLUS No. 2 COUNTRY;04/07/2015 18:30;62
22;268;PLUS No. 2 COUNTRY;04/07/2015 18:37;52
22;268;PLUS No. 2 COUNTRY;04/07/2015 18:55;17
22;268;PLUS No. 2 COUNTRY;04/07/2015 19:18;56
22;268;PLUS No. 2 COUNTRY;04/07/2015 19:20;79
22;268;PLUS No. 2 COUNTRY;04/07/2015 19:26;33
22;268;PLUS No. 2 COUNTRY;04/07/2015 19:50;18
22;268;PLUS No. 2 COUNTRY;04/07/2015 19:51;13
22;268;PLUS No. 2 COUNTRY;04/07/2015 19:53;59
22;268;PLUS No. 2 COUNTRY;04/07/2015 20:02;55
22;268;PLUS No. 2 COUNTRY;04/07/2015 20:04;44
22;268;PLUS No. 2 COUNTRY;04/07/2015 20:09;45
22;268;PLUS No. 2 COUNTRY;04/07/2015 20:20;73
22;268;PLUS No. 2 COUNTRY;04/07/2015 20:27;106
22;268;PLUS No. 2 COUNTRY;04/07/2015 20:49;48
22;268;PLUS No. 2 COUNTRY;04/07/2015 21:03;13
22;268;PLUS No. 2 COUNTRY;04/07/2015 21:10;12
22;268;PLUS No. 2 COUNTRY;04/07/2015 21:20;54
22;268;PLUS No. 2 COUNTRY;04/07/2015 21:50;35
22;268;PLUS No. 2 COUNTRY;04/07/2015 22:01;25
22;268;PLUS No. 2 COUNTRY;04/07/2015 22:03;34
22;268;PLUS No. 2 COUNTRY;04/07/2015 22:25;76
22;268;PLUS No. 2 COUNTRY;04/07/2015 22:43;69
22;268;PLUS No. 2 COUNTRY;04/07/2015 22:46;82
22;268;PLUS No. 2 COUNTRY;04/07/2015 22:51;92
22;268;PLUS No. 2 COUNTRY;04/07/2015 22:55;91
22;268;PLUS No. 2 COUNTRY;04/07/2015 23:38;49
22;268;PLUS No. 2 COUNTRY;04/07/2015 23:47;53
22;268;PLUS No. 2 COUNTRY;04/07/2015 23:48;66
22;268;PLUS No. 2 COUNTRY;05/07/2015 02:03;12
22;268;PLUS No. 2 COUNTRY;05/07/2015 05:16;34
22;268;PLUS No. 2 COUNTRY;05/07/2015 05:21;38
22;268;PLUS No. 2 COUNTRY;05/07/2015 05:29;32
22;268;PLUS No. 2 COUNTRY;05/07/2015 05:30;34
22;268;PLUS No. 2 COUNTRY;05/07/2015 07:24;82
22;268;PLUS No. 2 COUNTRY;05/07/2015 07:31;41
22;268;PLUS No. 2 COUNTRY;05/07/2015 07:50;50
22;268;PLUS No. 2 COUNTRY;05/07/2015 08:44;18
22;268;PLUS No. 2 COUNTRY;05/07/2015 08:54;58
22;268;PLUS No. 2 COUNTRY;05/07/2015 09:16;38
22;229;HEROES 1;05/07/2015 09:22;90
22;268;PLUS No. 2 COUNTRY;05/07/2015 09:50;44
22;268;PLUS No. 2 COUNTRY;05/07/2015 09:50;229
22;237;COUNTRY 2;05/07/2015 10:01;63
22;268;PLUS No. 2 COUNTRY;05/07/2015 10:08;31
22;268;PLUS No. 2 COUNTRY;05/07/2015 10:23;46
22;268;PLUS No. 2 COUNTRY;05/07/2015 10:39;19
22;268;PLUS No. 2 COUNTRY;05/07/2015 10:55;93
22;268;PLUS No. 2 COUNTRY;05/07/2015 11:13;190
22;268;PLUS No. 2 COUNTRY;05/07/2015 11:35;12
22;268;PLUS No. 2 COUNTRY;05/07/2015 12:22;61
22;268;PLUS No. 2 COUNTRY;05/07/2015 13:59;35
22;268;PLUS No. 2 COUNTRY;05/07/2015 14:00;45
22;268;PLUS No. 2 COUNTRY;05/07/2015 14:50;78
22;268;PLUS No. 2 COUNTRY;05/07/2015 15:39;34
22;268;PLUS No. 2 COUNTRY;05/07/2015 15:47;15
22;268;PLUS No. 2 COUNTRY;05/07/2015 16:05;358
22;268;PLUS No. 2 COUNTRY;05/07/2015 16:13;353
22;237;COUNTRY 2;05/07/2015 16:20;57
22;268;PLUS No. 2 COUNTRY;05/07/2015 16:20;42
22;229;HEROES 1;05/07/2015 16:20;74
22;268;PLUS No. 2 COUNTRY;05/07/2015 16:57;43
22;268;PLUS No. 2 COUNTRY;05/07/2015 17:38;40
22;268;PLUS No. 2 COUNTRY;05/07/2015 18:01;11
22;268;PLUS No. 2 COUNTRY;05/07/2015 18:04;58
22;268;PLUS No. 2 COUNTRY;05/07/2015 18:20;50
22;268;PLUS No. 2 COUNTRY;05/07/2015 18:31;16
22;268;PLUS No. 2 COUNTRY;05/07/2015 18:32;28
22;268;PLUS No. 2 COUNTRY;05/07/2015 18:50;62
22;268;PLUS No. 2 COUNTRY;05/07/2015 19:02;17
22;268;PLUS No. 2 COUNTRY;05/07/2015 19:04;40
22;268;PLUS No. 2 COUNTRY;05/07/2015 19:12;33
22;268;PLUS No. 2 COUNTRY;05/07/2015 19:23;48
22;268;PLUS No. 2 COUNTRY;05/07/2015 19:24;21
22;268;PLUS No. 2 COUNTRY;05/07/2015 19:35;16
22;268;PLUS No. 2 COUNTRY;05/07/2015 19:50;36
22;268;PLUS No. 2 COUNTRY;05/07/2015 19:57;56
22;268;PLUS No. 2 COUNTRY;05/07/2015 20:20;71
22;268;PLUS No. 2 COUNTRY;05/07/2015 20:20;69
22;268;PLUS No. 2 COUNTRY;05/07/2015 20:20;40
22;268;PLUS No. 2 COUNTRY;05/07/2015 20:20;75
22;268;PLUS No. 2 COUNTRY;05/07/2015 20:28;63
22;268;PLUS No. 2 COUNTRY;05/07/2015 20:34;60
22;268;PLUS No. 2 COUNTRY;05/07/2015 20:50;112
22;268;PLUS No. 2 COUNTRY;05/07/2015 21:02;68
22;268;PLUS No. 2 COUNTRY;05/07/2015 21:05;35
22;268;PLUS No. 2 COUNTRY;05/07/2015 21:33;59
22;268;PLUS No. 2 COUNTRY;05/07/2015 21:50;71
22;268;PLUS No. 2 COUNTRY;05/07/2015 21:50;83
22;268;PLUS No. 2 COUNTRY;05/07/2015 22:14;41
22;268;PLUS No. 2 COUNTRY;06/07/2015 02:14;22
22;268;PLUS No. 2 COUNTRY;06/07/2015 05:25;12
22;268;PLUS No. 2 COUNTRY;06/07/2015 06:56;18
22;268;PLUS No. 2 COUNTRY;06/07/2015 07:44;28
22;268;PLUS No. 2 COUNTRY;06/07/2015 07:49;23
22;229;HEROES 1;06/07/2015 08:19;49
22;229;HEROES 1;06/07/2015 08:36;38
22;268;PLUS No. 2 COUNTRY;06/07/2015 09:20;59
22;268;PLUS No. 2 COUNTRY;06/07/2015 09:20;54
22;268;PLUS No. 2 COUNTRY;06/07/2015 09:24;32
22;229;HEROES 1;06/07/2015 09:28;32
22;268;PLUS No. 2 COUNTRY;06/07/2015 09:42;65
22;268;PLUS No. 2 COUNTRY;06/07/2015 09:44;78
22;268;PLUS No. 2 COUNTRY;06/07/2015 09:56;14
22;237;COUNTRY 2;06/07/2015 10:20;27
22;268;PLUS No. 2 COUNTRY;06/07/2015 10:20;49
22;268;PLUS No. 2 COUNTRY;06/07/2015 10:21;116
22;268;PLUS No. 2 COUNTRY;06/07/2015 10:46;18
22;229;HEROES 1;06/07/2015 10:48;44
22;268;PLUS No. 2 COUNTRY;06/07/2015 10:50;30
22;229;HEROES 1;06/07/2015 10:50;49
22;229;HEROES 1;06/07/2015 10:54;18
22;268;PLUS No. 2 COUNTRY;06/07/2015 11:04;46
22;268;PLUS No. 2 COUNTRY;06/07/2015 11:20;43
22;237;COUNTRY 2;06/07/2015 11:30;84
22;268;PLUS No. 2 COUNTRY;06/07/2015 11:46;47
22;268;PLUS No. 2 COUNTRY;06/07/2015 11:58;12
22;237;COUNTRY 2;06/07/2015 11:58;38
22;268;PLUS No. 2 COUNTRY;06/07/2015 12:02;11
22;237;COUNTRY 2;06/07/2015 12:15;47
22;237;COUNTRY 2;06/07/2015 12:27;44
22;268;PLUS No. 2 COUNTRY;06/07/2015 12:31;124
22;268;PLUS No. 2 COUNTRY;06/07/2015 12:50;15
22;268;PLUS No. 2 COUNTRY;06/07/2015 12:57;17
22;268;PLUS No. 2 COUNTRY;06/07/2015 13:20;53
22;268;PLUS No. 2 COUNTRY;06/07/2015 13:41;66
22;268;PLUS No. 2 COUNTRY;06/07/2015 13:50;75
22;268;PLUS No. 2 COUNTRY;06/07/2015 13:55;18
22;268;PLUS No. 2 COUNTRY;06/07/2015 13:55;14
22;237;COUNTRY 2;06/07/2015 13:57;29
22;268;PLUS No. 2 COUNTRY;06/07/2015 15:05;32
22;268;PLUS No. 2 COUNTRY;06/07/2015 15:28;84
22;229;HEROES 1;06/07/2015 15:32;106
22;268;PLUS No. 2 COUNTRY;06/07/2015 15:44;48
22;268;PLUS No. 2 COUNTRY;06/07/2015 15:50;82
22;268;PLUS No. 2 COUNTRY;06/07/2015 15:50;28
22;229;HEROES 1;06/07/2015 15:52;19
22;268;PLUS No. 2 COUNTRY;06/07/2015 16:05;51
22;268;PLUS No. 2 COUNTRY;06/07/2015 16:09;66
22;268;PLUS No. 2 COUNTRY;06/07/2015 16:13;66
22;229;HEROES 1;06/07/2015 16:14;53
22;237;COUNTRY 2;06/07/2015 16:22;83
22;268;PLUS No. 2 COUNTRY;06/07/2015 16:29;91
22;268;PLUS No. 2 COUNTRY;06/07/2015 16:37;43
22;268;PLUS No. 2 COUNTRY;06/07/2015 16:50;156
22;237;COUNTRY 2;06/07/2015 16:50;59
22;237;COUNTRY 2;06/07/2015 16:50;128
22;268;PLUS No. 2 COUNTRY;06/07/2015 16:57;54
22;268;PLUS No. 2 COUNTRY;06/07/2015 17:05;59
22;237;COUNTRY 2;06/07/2015 17:08;52
22;268;PLUS No. 2 COUNTRY;06/07/2015 17:14;113
22;237;COUNTRY 2;06/07/2015 17:28;52
22;268;PLUS No. 2 COUNTRY;06/07/2015 17:30;104
22;268;PLUS No. 2 COUNTRY;06/07/2015 17:37;90
22;268;PLUS No. 2 COUNTRY;06/07/2015 17:46;57
22;268;PLUS No. 2 COUNTRY;06/07/2015 17:50;65
22;237;COUNTRY 2;06/07/2015 18:05;27
22;229;HEROES 1;06/07/2015 18:08;44
22;268;PLUS No. 2 COUNTRY;06/07/2015 18:08;33
22;268;PLUS No. 2 COUNTRY;06/07/2015 18:20;70
22;268;PLUS No. 2 COUNTRY;06/07/2015 18:21;76
22;268;PLUS No. 2 COUNTRY;06/07/2015 18:50;114
22;268;PLUS No. 2 COUNTRY;06/07/2015 18:50;104
22;268;PLUS No. 2 COUNTRY;06/07/2015 18:59;67
22;268;PLUS No. 2 COUNTRY;06/07/2015 19:05;75
22;268;PLUS No. 2 COUNTRY;06/07/2015 19:06;71
22;268;PLUS No. 2 COUNTRY;06/07/2015 19:07;76
22;268;PLUS No. 2 COUNTRY;06/07/2015 19:16;46
22;229;HEROES 1;06/07/2015 19:19;70
22;237;COUNTRY 2;06/07/2015 19:36;45
22;268;PLUS No. 2 COUNTRY;06/07/2015 19:50;104
22;268;PLUS No. 2 COUNTRY;06/07/2015 19:50;28
22;268;PLUS No. 2 COUNTRY;06/07/2015 19:53;18
22;268;PLUS No. 2 COUNTRY;06/07/2015 19:59;15
22;268;PLUS No. 2 COUNTRY;06/07/2015 20:08;52
22;268;PLUS No. 2 COUNTRY;06/07/2015 20:11;56
22;268;PLUS No. 2 COUNTRY;06/07/2015 20:20;57
22;268;PLUS No. 2 COUNTRY;06/07/2015 20:20;646
22;268;PLUS No. 2 COUNTRY;06/07/2015 20:22;24
22;268;PLUS No. 2 COUNTRY;06/07/2015 20:25;25
22;268;PLUS No. 2 COUNTRY;06/07/2015 20:34;32
22;229;HEROES 1;06/07/2015 20:36;17
22;268;PLUS No. 2 COUNTRY;06/07/2015 20:50;119
22;268;PLUS No. 2 COUNTRY;06/07/2015 21:12;52
22;268;PLUS No. 2 COUNTRY;06/07/2015 21:15;91
22;268;PLUS No. 2 COUNTRY;06/07/2015 21:17;59
22;268;PLUS No. 2 COUNTRY;06/07/2015 21:20;40
22;268;PLUS No. 2 COUNTRY;06/07/2015 21:21;40
22;268;PLUS No. 2 COUNTRY;06/07/2015 21:50;313
22;268;PLUS No. 2 COUNTRY;06/07/2015 23:22;21
22;268;PLUS No. 2 COUNTRY;07/07/2015 05:26;76
22;268;PLUS No. 2 COUNTRY;07/07/2015 07:12;24
22;268;PLUS No. 2 COUNTRY;07/07/2015 07:19;57
22;268;PLUS No. 2 COUNTRY;07/07/2015 08:20;642
22;229;HEROES 1;07/07/2015 08:20;715
22;268;PLUS No. 2 COUNTRY;07/07/2015 08:23;41
22;237;COUNTRY 2;07/07/2015 08:27;66
22;268;PLUS No. 2 COUNTRY;07/07/2015 08:44;72
22;268;PLUS No. 2 COUNTRY;07/07/2015 08:50;92
22;268;PLUS No. 2 COUNTRY;07/07/2015 08:52;18
22;268;PLUS No. 2 COUNTRY;07/07/2015 08:55;20
22;268;PLUS No. 2 COUNTRY;07/07/2015 09:04;81
22;268;PLUS No. 2 COUNTRY;07/07/2015 09:29;60
22;268;PLUS No. 2 COUNTRY;07/07/2015 09:39;73
22;268;PLUS No. 2 COUNTRY;07/07/2015 09:44;18
22;268;PLUS No. 2 COUNTRY;07/07/2015 09:50;24
22;268;PLUS No. 2 COUNTRY;07/07/2015 09:52;13
22;268;PLUS No. 2 COUNTRY;07/07/2015 09:54;12
22;268;PLUS No. 2 COUNTRY;07/07/2015 09:55;17
22;268;PLUS No. 2 COUNTRY;07/07/2015 09:58;11
22;268;PLUS No. 2 COUNTRY;07/07/2015 10:28;73
22;268;PLUS No. 2 COUNTRY;07/07/2015 10:31;42
22;237;COUNTRY 2;07/07/2015 10:39;42
22;237;COUNTRY 2;07/07/2015 10:41;30
22;268;PLUS No. 2 COUNTRY;07/07/2015 10:42;56
22;237;COUNTRY 2;07/07/2015 11:08;42
22;268;PLUS No. 2 COUNTRY;07/07/2015 11:17;26
22;237;COUNTRY 2;07/07/2015 11:20;84
22;229;HEROES 1;07/07/2015 11:28;55
22;237;COUNTRY 2;07/07/2015 11:45;45
22;268;PLUS No. 2 COUNTRY;07/07/2015 11:51;28
22;237;COUNTRY 2;07/07/2015 11:58;12
22;237;COUNTRY 2;07/07/2015 12:12;54
22;268;PLUS No. 2 COUNTRY;07/07/2015 12:17;49
22;268;PLUS No. 2 COUNTRY;07/07/2015 12:46;57
22;229;HEROES 1;07/07/2015 12:50;69
22;237;COUNTRY 2;07/07/2015 13:05;55
22;268;PLUS No. 2 COUNTRY;07/07/2015 13:20;149
22;229;HEROES 1;07/07/2015 13:20;139
22;229;HEROES 1;07/07/2015 13:20;164
22;237;COUNTRY 2;07/07/2015 13:36;40
22;229;HEROES 1;07/07/2015 13:39;4
22;268;PLUS No. 2 COUNTRY;07/07/2015 13:46;12
22;268;PLUS No. 2 COUNTRY;07/07/2015 13:57;11
22;268;PLUS No. 2 COUNTRY;07/07/2015 14:01;12
22;268;PLUS No. 2 COUNTRY;07/07/2015 14:02;22
22;268;PLUS No. 2 COUNTRY;07/07/2015 14:20;31
22;268;PLUS No. 2 COUNTRY;07/07/2015 14:20;182
22;268;PLUS No. 2 COUNTRY;07/07/2015 14:56;58
22;237;COUNTRY 2;07/07/2015 15:17;51
22;229;HEROES 1;07/07/2015 15:18;51
22;268;PLUS No. 2 COUNTRY;07/07/2015 15:20;49
22;237;COUNTRY 2;07/07/2015 15:25;56
22;268;PLUS No. 2 COUNTRY;07/07/2015 15:45;70
22;268;PLUS No. 2 COUNTRY;07/07/2015 15:49;33
22;229;HEROES 1;07/07/2015 16:20;99
22;268;PLUS No. 2 COUNTRY;07/07/2015 16:21;93
22;268;PLUS No. 2 COUNTRY;07/07/2015 16:42;44
22;268;PLUS No. 2 COUNTRY;07/07/2015 16:48;75
22;268;PLUS No. 2 COUNTRY;07/07/2015 16:50;22
22;229;HEROES 1;07/07/2015 16:55;53
22;268;PLUS No. 2 COUNTRY;07/07/2015 16:55;145
22;268;PLUS No. 2 COUNTRY;07/07/2015 17:06;154
22;268;PLUS No. 2 COUNTRY;07/07/2015 17:20;47
22;268;PLUS No. 2 COUNTRY;07/07/2015 18:20;107
22;268;PLUS No. 2 COUNTRY;07/07/2015 18:20;87
22;268;PLUS No. 2 COUNTRY;07/07/2015 18:20;44
22;268;PLUS No. 2 COUNTRY;07/07/2015 18:21;82
22;268;PLUS No. 2 COUNTRY;07/07/2015 18:23;83
22;268;PLUS No. 2 COUNTRY;07/07/2015 18:24;118
22;268;PLUS No. 2 COUNTRY;07/07/2015 18:26;86
22;268;PLUS No. 2 COUNTRY;07/07/2015 18:39;69
22;268;PLUS No. 2 COUNTRY;07/07/2015 18:43;27
22;268;PLUS No. 2 COUNTRY;07/07/2015 18:50;121
22;268;PLUS No. 2 COUNTRY;07/07/2015 18:54;20
22;268;PLUS No. 2 COUNTRY;07/07/2015 18:57;41
22;268;PLUS No. 2 COUNTRY;07/07/2015 19:10;19
22;268;PLUS No. 2 COUNTRY;07/07/2015 19:18;22
22;268;PLUS No. 2 COUNTRY;07/07/2015 19:44;57
22;268;PLUS No. 2 COUNTRY;07/07/2015 19:46;179
22;268;PLUS No. 2 COUNTRY;07/07/2015 20:08;19
22;268;PLUS No. 2 COUNTRY;07/07/2015 20:10;32
22;268;PLUS No. 2 COUNTRY;07/07/2015 20:12;74
22;237;COUNTRY 2;07/07/2015 20:16;74
22;268;PLUS No. 2 COUNTRY;07/07/2015 20:20;61
22;268;PLUS No. 2 COUNTRY;07/07/2015 20:30;19
22;268;PLUS No. 2 COUNTRY;07/07/2015 20:31;32
22;268;PLUS No. 2 COUNTRY;07/07/2015 20:34;33
22;237;COUNTRY 2;07/07/2015 20:39;37
22;268;PLUS No. 2 COUNTRY;07/07/2015 20:55;43
22;268;PLUS No. 2 COUNTRY;07/07/2015 21:34;54
22;268;PLUS No. 2 COUNTRY;07/07/2015 21:44;61
22;268;PLUS No. 2 COUNTRY;07/07/2015 21:49;33
22;268;PLUS No. 2 COUNTRY;08/07/2015 00:12;17
22;268;PLUS No. 2 COUNTRY;08/07/2015 00:20;27
22;268;PLUS No. 2 COUNTRY;08/07/2015 05:30;84
22;268;PLUS No. 2 COUNTRY;08/07/2015 05:33;73
22;268;PLUS No. 2 COUNTRY;08/07/2015 06:16;54
22;268;PLUS No. 2 COUNTRY;08/07/2015 06:51;78
22;268;PLUS No. 2 COUNTRY;08/07/2015 07:09;48
22;268;PLUS No. 2 COUNTRY;08/07/2015 07:20;548
22;268;PLUS No. 2 COUNTRY;08/07/2015 07:49;20
22;268;PLUS No. 2 COUNTRY;08/07/2015 07:50;50
22;268;PLUS No. 2 COUNTRY;08/07/2015 07:50;1026
22;237;COUNTRY 2;08/07/2015 07:55;49
22;229;HEROES 1;08/07/2015 08:20;906
22;268;PLUS No. 2 COUNTRY;08/07/2015 08:23;18
22;268;PLUS No. 2 COUNTRY;08/07/2015 08:34;44
22;268;PLUS No. 2 COUNTRY;08/07/2015 08:50;72
22;268;PLUS No. 2 COUNTRY;08/07/2015 08:50;108
22;268;PLUS No. 2 COUNTRY;08/07/2015 09:18;66
22;268;PLUS No. 2 COUNTRY;08/07/2015 09:20;117
22;237;COUNTRY 2;08/07/2015 09:46;69
22;229;HEROES 1;08/07/2015 09:50;62
22;268;PLUS No. 2 COUNTRY;08/07/2015 09:55;13
22;237;COUNTRY 2;08/07/2015 09:55;48
22;268;PLUS No. 2 COUNTRY;08/07/2015 09:57;15
22;229;HEROES 1;08/07/2015 10:23;35
22;268;PLUS No. 2 COUNTRY;08/07/2015 10:24;26
22;268;PLUS No. 2 COUNTRY;08/07/2015 10:47;79
22;268;PLUS No. 2 COUNTRY;08/07/2015 10:50;73
22;237;COUNTRY 2;08/07/2015 11:33;14
22;237;COUNTRY 2;08/07/2015 11:37;14
22;268;PLUS No. 2 COUNTRY;08/07/2015 11:50;58
22;229;HEROES 1;08/07/2015 11:50;57
22;229;HEROES 1;08/07/2015 11:50;88
22;229;HEROES 1;08/07/2015 11:50;52
22;229;HEROES 1;08/07/2015 11:50;59
22;268;PLUS No. 2 COUNTRY;08/07/2015 12:15;24
22;268;PLUS No. 2 COUNTRY;08/07/2015 12:27;40
22;229;HEROES 1;08/07/2015 12:39;14
22;268;PLUS No. 2 COUNTRY;08/07/2015 12:54;42
22;268;PLUS No. 2 COUNTRY;08/07/2015 12:57;47
22;237;COUNTRY 2;08/07/2015 12:59;76
22;268;PLUS No. 2 COUNTRY;08/07/2015 13:18;39
22;237;COUNTRY 2;08/07/2015 13:20;32
22;268;PLUS No. 2 COUNTRY;08/07/2015 13:20;273
22;268;PLUS No. 2 COUNTRY;08/07/2015 13:23;19
22;237;COUNTRY 2;08/07/2015 13:50;56
22;268;PLUS No. 2 COUNTRY;08/07/2015 14:13;68
22;268;PLUS No. 2 COUNTRY;08/07/2015 14:20;161
22;268;PLUS No. 2 COUNTRY;08/07/2015 14:20;335
22;237;COUNTRY 2;08/07/2015 14:34;153
22;268;PLUS No. 2 COUNTRY;08/07/2015 14:56;45
22;237;COUNTRY 2;08/07/2015 15:08;13
22;268;PLUS No. 2 COUNTRY;08/07/2015 15:34;79
22;229;HEROES 1;08/07/2015 15:37;37
22;268;PLUS No. 2 COUNTRY;08/07/2015 15:37;14
22;268;PLUS No. 2 COUNTRY;08/07/2015 15:50;39
22;268;PLUS No. 2 COUNTRY;08/07/2015 16:04;64
22;268;PLUS No. 2 COUNTRY;08/07/2015 16:15;106
22;229;HEROES 1;08/07/2015 16:36;47
22;268;PLUS No. 2 COUNTRY;08/07/2015 16:39;16
22;268;PLUS No. 2 COUNTRY;08/07/2015 16:48;11
22;268;PLUS No. 2 COUNTRY;08/07/2015 16:49;95
22;268;PLUS No. 2 COUNTRY;08/07/2015 16:50;131
22;268;PLUS No. 2 COUNTRY;08/07/2015 17:02;45
22;268;PLUS No. 2 COUNTRY;08/07/2015 17:32;28
22;268;PLUS No. 2 COUNTRY;08/07/2015 17:38;79
22;237;COUNTRY 2;08/07/2015 17:39;62
22;229;HEROES 1;08/07/2015 18:02;48
22;268;PLUS No. 2 COUNTRY;08/07/2015 18:03;16
22;268;PLUS No. 2 COUNTRY;08/07/2015 18:09;63
22;268;PLUS No. 2 COUNTRY;08/07/2015 18:11;25
22;268;PLUS No. 2 COUNTRY;08/07/2015 18:15;60
22;268;PLUS No. 2 COUNTRY;08/07/2015 18:20;43
22;268;PLUS No. 2 COUNTRY;08/07/2015 18:35;13
22;268;PLUS No. 2 COUNTRY;08/07/2015 18:58;111
22;268;PLUS No. 2 COUNTRY;08/07/2015 19:03;110
22;268;PLUS No. 2 COUNTRY;08/07/2015 19:17;62
22;268;PLUS No. 2 COUNTRY;08/07/2015 19:21;51
22;268;PLUS No. 2 COUNTRY;08/07/2015 19:25;63
22;268;PLUS No. 2 COUNTRY;08/07/2015 19:42;43
22;229;HEROES 1;08/07/2015 19:50;15
22;268;PLUS No. 2 COUNTRY;08/07/2015 19:57;35
22;268;PLUS No. 2 COUNTRY;08/07/2015 20:21;52
22;268;PLUS No. 2 COUNTRY;08/07/2015 20:22;28
22;229;HEROES 1;08/07/2015 20:23;20
22;268;PLUS No. 2 COUNTRY;08/07/2015 20:23;88
22;268;PLUS No. 2 COUNTRY;08/07/2015 20:35;57
22;268;PLUS No. 2 COUNTRY;08/07/2015 20:36;60
22;268;PLUS No. 2 COUNTRY;08/07/2015 20:41;84
22;268;PLUS No. 2 COUNTRY;08/07/2015 20:42;78
22;268;PLUS No. 2 COUNTRY;08/07/2015 20:48;71
22;268;PLUS No. 2 COUNTRY;08/07/2015 20:51;28
22;268;PLUS No. 2 COUNTRY;08/07/2015 20:58;34
22;268;PLUS No. 2 COUNTRY;08/07/2015 21:01;77
22;268;PLUS No. 2 COUNTRY;08/07/2015 21:41;57
22;268;PLUS No. 2 COUNTRY;08/07/2015 21:50;137
22;268;PLUS No. 2 COUNTRY;08/07/2015 21:52;75
22;268;PLUS No. 2 COUNTRY;08/07/2015 22:15;86
22;268;PLUS No. 2 COUNTRY;08/07/2015 22:46;61
22;268;PLUS No. 2 COUNTRY;08/07/2015 22:55;58
22;268;PLUS No. 2 COUNTRY;08/07/2015 22:56;58
22;268;PLUS No. 2 COUNTRY;08/07/2015 23:38;17
22;268;PLUS No. 2 COUNTRY;09/07/2015 02:17;48
22;268;PLUS No. 2 COUNTRY;09/07/2015 02:19;221
22;268;PLUS No. 2 COUNTRY;09/07/2015 05:44;17
22;268;PLUS No. 2 COUNTRY;09/07/2015 05:45;21
22;268;PLUS No. 2 COUNTRY;09/07/2015 07:36;48
22;268;PLUS No. 2 COUNTRY;09/07/2015 07:37;29
22;268;PLUS No. 2 COUNTRY;09/07/2015 07:45;3
22;237;COUNTRY 2;09/07/2015 07:53;29
22;237;COUNTRY 2;09/07/2015 08:03;35
22;268;PLUS No. 2 COUNTRY;09/07/2015 08:20;35
22;268;PLUS No. 2 COUNTRY;09/07/2015 08:22;21
22;268;PLUS No. 2 COUNTRY;09/07/2015 08:33;45
22;268;PLUS No. 2 COUNTRY;09/07/2015 08:56;70
22;268;PLUS No. 2 COUNTRY;09/07/2015 08:58;36
22;229;HEROES 1;09/07/2015 09:03;100
22;229;HEROES 1;09/07/2015 09:20;137
22;268;PLUS No. 2 COUNTRY;09/07/2015 09:20;33
22;268;PLUS No. 2 COUNTRY;09/07/2015 09:30;42
22;268;PLUS No. 2 COUNTRY;09/07/2015 09:33;28
22;268;PLUS No. 2 COUNTRY;09/07/2015 09:44;45
22;229;HEROES 1;09/07/2015 09:50;106
22;229;HEROES 1;09/07/2015 09:50;102
22;268;PLUS No. 2 COUNTRY;09/07/2015 10:19;44
